iter	Passed	Remaining
485	556	588
486	557	587
487	558	586
488	559	584
489	560	583
490	561	582
491	563	581
492	564	580
493	565	578
494	566	577
495	567	576
496	568	575
497	569	573
498	570	572
499	571	571
500	572	570
501	573	569
502	574	567
503	575	566
504	576	565
505	577	564
506	578	562
507	580	561
508	581	560
509	582	559
510	583	558
511	584	557
512	586	556
513	587	555
514	588	554
515	589	553
516	590	551
517	591	550
518	593	549
519	594	548
520	595	547
521	596	546
522	598	545
523	599	544
524	600	543
525	601	542
526	602	541
527	603	539
528	605	538
529	606	537
530	607	536
531	608	535
532	609	534
533	610	533
534	612	532
535	613	530
536	614	529
537	615	528
538	616	527
539	617	526
540	618	524
541	619	523
542	621	522
543	622	521
544	623	520
545	624	519
546	625	517
547	626	516
548	627	515
549	628	514
550	629	513
551	630	512
552	631	510
553	632	509
554	633	508
555	635	507
556	636	505
557	637	504
558	638	503
559	639	502
560	640	501
561	641	500
562	643	499
563	644	498
564	645	497
565	646	495
566	648	494
567	649	494
568	650	492
569	652	492
570	653	491
571	655	490
572	657	489
573	658	488
574	660	487
575	661	486
576	663	486
577	664	485
578	666	484
579	667	483
580	669	482
581	671	482
582	672	481
583	674	480
584	676	479
585	677	478
586	679	478
587	681	477
588	683	477
589	685	476
590	688	476
591	689	475
592	691	474
593	693	474
594	695	473
595	698	473
596	699	472
597	701	471
598	704	471
599	705	470
600	707	469
601	709	469
602	711	468
603	712	467
604	714	466
605	716	465
606	718	464
607	719	463
608	721	463
609	723	462
610	725	461
611	727	460
612	728	460
613	731	459
614	733	458
615	734	458
616	736	457
617	738	456
618	739	455
619	742	454
620	743	454
621	745	453
622	747	452
623	749	451
624	751	450
625	753	449
626	754	448
627	756	448
628	758	447
629	760	446
630	762	445
631	764	445
632	766	444
633	768	443
634	770	442
635	771	441
636	773	440
637	775	439
638	777	439
639	778	438
640	780	437
641	782	436
642	784	435
643	786	434
644	788	433
645	790	432
646	791	432
647	793	430
648	795	430
649	797	429
650	798	428
651	801	427
652	802	426
653	804	425
654	807	425
655	808	424
656	810	423
657	812	422
658	815	421
659	817	421
660	819	420
661	821	419
662	823	418
663	825	417
664	826	416
665	829	415
666	831	414
667	833	414
668	834	413
669	837	412
670	838	411
671	841	410
672	843	409
673	845	408
674	847	407
675	848	406
676	850	405
677	852	404
678	854	404
679	856	402
680	858	402
681	860	401
682	862	400
683	864	399
684	866	398
685	868	397
686	870	396
687	872	395
688	874	394
689	876	393
690	878	392
691	880	391
692	882	390
693	884	389
694	886	388
695	888	387
696	890	387
697	891	385
698	894	385
699	896	384
700	897	382
701	899	381
702	901	381
703	903	379
704	905	378
705	906	377
706	907	376
707	909	374
708	910	373
709	912	372
710	914	371
711	916	370
712	917	369
713	918	367
714	920	366
715	921	365
716	922	364
717	924	363
718	926	362
719	927	360
720	929	359
721	931	358
722	933	357
723	935	356
724	937	355
725	938	354
726	940	353
727	942	352
728	944	351
729	946	350
730	947	348
731	949	347
732	950	346
733	952	345
734	954	344
735	955	342
736	957	341
737	959	340
738	961	339
739	962	338
740	964	337
741	966	335
742	968	334
743	969	333
744	971	332
745	973	331
746	975	330
747	977	329
748	979	328
749	981	327
750	983	326
751	985	324
752	987	323
753	989	322
754	991	321
755	993	320
756	995	319
757	998	318
758	1000	317
759	1001	316
760	1003	315
761	1005	314
762	1007	312
763	1009	311
764	1011	310
765	1012	309
766	1014	308
767	1015	306
768	1017	305
769	1019	304
770	1021	303
771	1022	301
772	1023	300
773	1025	299
774	1027	298
775	1029	297
776	1031	296
777	1033	294
778	1034	293
779	1036	292
780	1038	291
781	1040	289
782	1042	288
783	1043	287
784	1044	286
785	1046	285
786	1048	283
787	1050	282
788	1052	281
789	1054	280
790	1056	279
791	1058	278
792	1060	276
793	1062	275
794	1064	274
795	1066	273
796	1068	272
797	1070	270
798	1071	269
799	1073	268
800	1074	267
801	1076	265
802	1078	264
803	1080	263
804	1082	262
805	1084	260
806	1086	259
807	1088	258
808	1090	257
809	1092	256
810	1093	254
811	1095	253
812	1097	252
813	1099	251
814	1102	250
815	1104	249
816	1105	247
817	1107	246
818	1108	245
819	1110	243
820	1112	242
821	1113	241
822	1115	240
823	1118	238
824	1120	237
825	1123	236
826	1124	235
827	1126	233
828	1128	232
829	1130	231
830	1132	230
831	1133	228
832	1134	227
833	1137	226
834	1138	225
835	1140	223
836	1142	222
837	1144	221
838	1146	220
839	1148	218
840	1150	217
841	1152	216
842	1154	214
843	1155	213
844	1157	212
845	1159	211
846	1161	209
847	1162	208
848	1165	207
849	1166	205
850	1168	204
851	1170	203
852	1172	202
853	1174	200
854	1177	199
855	1178	198
856	1180	197
857	1183	195
858	1184	194
859	1186	193
860	1188	191
861	1190	190
862	1192	189
863	1194	188
864	1196	186
865	1197	185
866	1198	183
867	1200	182
868	1203	181
869	1205	180
870	1206	178
871	1208	177
872	1210	176
873	1212	174
874	1214	173
875	1216	172
876	1218	170
877	1220	169
878	1221	168
879	1223	166
880	1225	165
881	1227	164
882	1229	162
883	1231	161
884	1233	160
885	1235	158
886	1237	157
887	1240	156
888	1241	155
889	1243	153
890	1245	152
891	1247	151
892	1249	149
893	1250	148
894	1252	146
895	1255	145
896	1257	144
897	1259	143
898	1261	141
899	1262	140
900	1264	138
901	1266	137
902	1268	136
903	1270	134
904	1273	133
905	1275	132
906	1277	130
907	1279	129
908	1280	128
909	1282	126
910	1284	125
911	1286	124
912	1287	122
913	1289	121
914	1290	119
915	1292	118
916	1294	117
917	1296	115
918	1298	114
919	1300	113
920	1302	111
921	1303	110
922	1305	108
923	1306	107
924	1308	106
925	1310	104
926	1312	103
927	1314	101
928	1316	100
929	1318	99
930	1319	97
931	1320	96
932	1322	94
933	1324	93
934	1325	92
935	1328	90
936	1329	89
937	1331	88
938	1333	86
939	1335	85
940	1336	83
941	1338	82
942	1340	81
943	1342	79
944	1344	78
945	1345	76
946	1346	75
947	1348	73
948	1350	72
949	1351	71
950	1353	69
951	1354	68
952	1357	66
953	1359	65
954	1361	64
955	1362	62
956	1364	61
957	1366	59
958	1368	58
959	1370	57
960	1372	55
961	1374	54
962	1375	52
963	1377	51
964	1379	50
965	1381	48
966	1383	47
967	1385	45
968	1388	44
969	1390	42
970	1392	41
971	1394	40
972	1396	38
973	1399	37
974	1401	35
975	1402	34
976	1404	33
977	1406	31
978	1408	30
979	1410	28
980	1411	27
981	1414	25
982	1416	24
983	1418	23
984	1420	21
985	1422	20
986	1424	18
987	1425	17
988	1428	15
989	1429	14
990	1431	12
991	1432	11
992	1435	10
993	1438	8
994	1439	7
995	1441	5
996	1443	4
997	1446	2
998	1448	1
999	1450	0
